,PMCID,Class_mean
46294,['4388731'],Irrelevant
46295,['5549474'],Irrelevant
46296,['6325836'],Irrelevant
46297,['5025241'],Irrelevant
46298,['7498037'],Irrelevant
46299,['7154906'],Irrelevant
46300,['3670510'],Irrelevant
46301,['7130760'],Irrelevant
46302,['2657210'],Irrelevant
46303,['4397015'],Irrelevant
46304,['8012070'],Irrelevant
46305,['7089450'],Irrelevant
46306,['6142822'],Irrelevant
46307,['6770140'],Irrelevant
46308,['5316900'],Irrelevant
46309,['7071386'],Irrelevant
46310,['5715514'],Irrelevant
46311,['8273155'],Irrelevant
46312,['5189959'],Irrelevant
46313,['7700683'],Irrelevant
46314,['4331484'],Irrelevant
46315,['7268718'],Irrelevant
46316,['5756590'],Irrelevant
46317,['6875292'],Irrelevant
46318,['8138933'],Irrelevant
46319,['4766893'],Irrelevant
46320,['6273160'],Irrelevant
46321,['4660271'],Irrelevant
46322,['6179274'],Irrelevant
46323,['7083632'],Irrelevant
46324,['6269790'],Irrelevant
46325,['3269425'],Irrelevant
46326,['5459032'],Irrelevant
46327,['6971877'],Irrelevant
46328,['4885876'],Irrelevant
46329,['2998244'],Irrelevant
46330,['5296661'],Irrelevant
46331,['6294495'],Irrelevant
46332,['3788762'],Irrelevant
46333,['3405418'],Irrelevant
46334,['6393904'],Irrelevant
46335,['4919408'],Irrelevant
46336,['6853239'],Irrelevant
46337,['5810322'],Irrelevant
46338,['5615284'],Irrelevant
46339,['3676318'],Irrelevant
46340,['7584151'],Irrelevant
46341,['6465563'],Irrelevant
46342,['5386731'],Irrelevant
46343,['8143563'],Irrelevant
46344,['4476673'],Irrelevant
46345,['8005330'],Irrelevant
46346,['4881545'],Irrelevant
46347,['3279145'],Irrelevant
46348,['6375162'],Irrelevant
46349,['8496258'],Irrelevant
46350,['4718574'],Irrelevant
46351,['6803990'],Irrelevant
46352,['2947996'],Irrelevant
46353,['6775057'],Irrelevant
46354,['3310615'],Irrelevant
46355,['7178611'],Irrelevant
46356,['4641401'],Irrelevant
46357,['7383622'],Irrelevant
46358,['7232333'],Irrelevant
46359,['2915995'],Irrelevant
46360,['5658770'],Irrelevant
46361,['3684020'],Irrelevant
46362,['3548652'],Irrelevant
46363,['4366043'],Irrelevant
46364,['2851653'],Irrelevant
46365,['6939162'],Irrelevant
46366,['7256738'],Irrelevant
46367,['7922408'],Irrelevant
46368,['4116803'],Irrelevant
46369,['5734190'],Irrelevant
46370,['7724774'],Irrelevant
46371,['7962090'],Irrelevant
46372,['4918249'],Irrelevant
46373,['5154146'],Irrelevant
46374,['5384253'],Irrelevant
46375,['4139921'],Irrelevant
46376,['8472917'],Irrelevant
46377,['4719207'],Irrelevant
46378,['7924203'],Irrelevant
46379,['6323144'],Irrelevant
46380,['7468853'],Irrelevant
46381,['4483665'],Irrelevant
46382,['6974526'],Irrelevant
46383,['5745462'],Irrelevant
46384,['6173506'],Irrelevant
46385,['4014581'],Irrelevant
46386,['4587908'],Irrelevant
46387,['6322438'],Irrelevant
46388,['4733056'],Irrelevant
46389,['7009056'],Irrelevant
46390,['6568169'],Irrelevant
46391,['2796638'],Irrelevant
46392,['6895777'],Irrelevant
46393,['3101871'],Irrelevant
46394,['8393652'],Irrelevant
46395,['6813942'],Irrelevant
46396,['7365789'],Irrelevant
46397,['5983418'],Irrelevant
46398,['5467250'],Irrelevant
46399,['6024509'],Irrelevant
46400,['3839805'],Irrelevant
46401,['5126785'],Irrelevant
46402,['3995687'],Irrelevant
46403,['8445982'],Irrelevant
46404,['8193068'],Irrelevant
46405,['6851490'],Irrelevant
46406,['8214556'],Irrelevant
46407,['6254735'],Irrelevant
46408,['7995962'],Irrelevant
46409,['7190717'],Irrelevant
46410,['7600690'],Irrelevant
46411,['6470533'],Irrelevant
46412,['6274029'],Irrelevant
46413,['6001672'],Irrelevant
46414,['4668301'],Irrelevant
46415,['4912144'],Irrelevant
46416,['3744410'],Irrelevant
46417,['5397794'],Irrelevant
46418,['6770904'],Irrelevant
46419,['7698915'],Irrelevant
46420,['4055400'],Irrelevant
46421,['8001808'],Irrelevant
46422,['6038472'],Irrelevant
46423,['7826645'],Irrelevant
46424,['5997932'],Irrelevant
46425,['3323229'],Irrelevant
46426,['4299410'],Irrelevant
46427,['5720516'],Irrelevant
46428,['7226860'],Irrelevant
46429,['4154301'],Irrelevant
46430,['5133822'],Irrelevant
46431,['7551685'],Irrelevant
46432,['7570066'],Irrelevant
46433,['8469369'],Irrelevant
46434,['4011677'],Irrelevant
46435,['2637983'],Irrelevant
46436,['6389847'],Irrelevant
46437,['2188783'],Irrelevant
46438,['8394197'],Irrelevant
46439,['5705953'],Irrelevant
46440,['6155881'],Irrelevant
46441,['7962130'],Irrelevant
46442,['2042497'],Irrelevant
46443,['5064322'],Irrelevant
46444,['7912580'],Irrelevant
46445,['8388986'],Irrelevant
46446,['5753170'],Irrelevant
46447,['6014680'],Irrelevant
46448,['8028715'],Irrelevant
46449,['7059049'],Irrelevant
46450,['4678629'],Irrelevant
46451,['4011916'],Irrelevant
46452,['7229016'],Irrelevant
46453,['3679007'],Irrelevant
46454,['8001467'],Irrelevant
46455,['5748643'],Irrelevant
46456,['7498826'],Irrelevant
46457,['3383702'],Irrelevant
46458,['3813917'],Irrelevant
46459,['7426719'],Irrelevant
46460,['4947938'],Irrelevant
46461,['3384807'],Irrelevant
46462,['5567312'],Irrelevant
46463,['2110801'],Irrelevant
46464,['5314418'],Irrelevant
46465,['4785398'],Irrelevant
46466,['5641294'],Irrelevant
46467,['6613454'],Irrelevant
46468,['7678893'],Irrelevant
46469,['5605955'],Irrelevant
46470,['4498615'],Irrelevant
46471,['4669732'],Irrelevant
46472,['7396149'],Irrelevant
46473,['3275899'],Irrelevant
46474,['7186127'],Irrelevant
46475,['5350187'],Irrelevant
46476,['3810742'],Irrelevant
46477,['3921465'],Irrelevant
46478,['6128221'],Irrelevant
46479,['8279269'],Irrelevant
46480,['8443738'],Irrelevant
46481,['8504270'],Irrelevant
46482,['5880835'],Irrelevant
46483,['7406498'],Irrelevant
46484,['8389016'],Irrelevant
46485,['5263139'],Irrelevant
46486,['3937605'],Irrelevant
46487,['3163682'],Irrelevant
46488,['5652022'],Irrelevant
46489,['3406943'],Irrelevant
46490,['7808391'],Irrelevant
46491,['2928790'],Irrelevant
46492,['8238403'],Irrelevant
46493,['6363060'],Irrelevant
46494,['7201673'],Irrelevant
46495,['7506132'],Irrelevant
46496,['4673934'],Irrelevant
46497,['6414742'],Irrelevant
46498,['4889618'],Irrelevant
46499,['6669839'],Irrelevant
46500,['7959154'],Irrelevant
46501,['6960919'],Irrelevant
46502,['1762307'],Irrelevant
46503,['7122747'],Irrelevant
46504,['7023874'],Irrelevant
46505,['7011102'],Irrelevant
46506,['6896662'],Irrelevant
46507,['7396704'],Irrelevant
46508,['7020496'],Irrelevant
46509,['5575697'],Irrelevant
46510,['5609576'],Irrelevant
46511,['4371216'],Irrelevant
46512,['3870250'],Irrelevant
46513,['4522646'],Irrelevant
46514,['6028521'],Irrelevant
46515,['8027858'],Irrelevant
46516,['7436991'],Irrelevant
46517,['5944141'],Irrelevant
46518,['6921059'],Irrelevant
46519,['5240271'],Irrelevant
46520,['6538788'],Irrelevant
46521,['8243069'],Irrelevant
46522,['4820303'],Irrelevant
46523,['6707701'],Irrelevant
46524,['4321040'],Irrelevant
46525,['4394453'],Irrelevant
46526,['5048363'],Irrelevant
46527,['5159832'],Irrelevant
46528,['7253520'],Irrelevant
46529,['6432076'],Irrelevant
46530,['6906719'],Irrelevant
46531,['5618634'],Irrelevant
46532,['8100032'],Irrelevant
46533,['6562513'],Irrelevant
46534,['5879882'],Irrelevant
46535,['5279835'],Irrelevant
46536,['6182053'],Irrelevant
46537,['5694784'],Irrelevant
46538,['6684075'],Irrelevant
46539,['7010955'],Irrelevant
46540,['8465508'],Irrelevant
46541,['8071142'],Irrelevant
46542,['6864776'],Irrelevant
46543,['8270285'],Irrelevant
46544,['3353263'],Irrelevant
46545,['7570512'],Irrelevant
46546,['3910697'],Irrelevant
46547,['7242339'],Irrelevant
46548,['5715951'],Irrelevant
46549,['5360710'],Irrelevant
46550,['8308033'],Irrelevant
46551,['7284062'],Irrelevant
46552,['3751348'],Irrelevant
46553,['2639589'],Irrelevant
46554,['7285328'],Irrelevant
46555,['6766332'],Irrelevant
46556,['2790114'],Irrelevant
46557,['2859369'],Irrelevant
46558,['6539995'],Irrelevant
46559,['5945981'],Irrelevant
46560,['6997287'],Irrelevant
46561,['4784157'],Irrelevant
46562,['4916165'],Irrelevant
46563,['7443876'],Irrelevant
46564,['7122567'],Irrelevant
46565,['7110852'],Irrelevant
46566,['4341556'],Irrelevant
46567,['2953409'],Irrelevant
46568,['4800731'],Irrelevant
46569,['7123684'],Irrelevant
46570,['4947254'],Irrelevant
46571,['6418133'],Irrelevant
46572,['6422289'],Irrelevant
46573,['5578994'],Irrelevant
46574,['6160955'],Irrelevant
46575,['4660347'],Irrelevant
46576,['8298035'],Irrelevant
46577,['7503951'],Irrelevant
46578,['7770583'],Irrelevant
46579,['8469275'],Irrelevant
46580,['5598882'],Irrelevant
46581,['3352072'],Irrelevant
46582,['4697954'],Irrelevant
46583,['7064085'],Irrelevant
46584,['4999452'],Irrelevant
46585,['7726573'],Irrelevant
46586,['3168568'],Irrelevant
46587,['6727550'],Irrelevant
46588,['6104187'],Irrelevant
46589,['7809047'],Irrelevant
46590,['6145203'],Irrelevant
46591,['4735214'],Irrelevant
46592,['5963013'],Irrelevant
46593,['3720850'],Irrelevant
46594,['2631702'],Irrelevant
46595,['8180109'],Irrelevant
46596,['5198820'],Irrelevant
46597,['7306586'],Irrelevant
46598,['8309085'],Irrelevant
46599,['7501130'],Irrelevant
46600,['4684375'],Irrelevant
46601,['6457891'],Irrelevant
46602,['6307081'],Irrelevant
46603,['4766669'],Irrelevant
46604,['6413436'],Irrelevant
46605,['7178158'],Irrelevant
46606,['4867707'],Irrelevant
46607,['3359358'],Irrelevant
46608,['5531520'],Irrelevant
46609,['5441036'],Irrelevant
46610,['6135981'],Irrelevant
46611,['7918838'],Irrelevant
46612,['6307612'],Irrelevant
46613,['8442344'],Irrelevant
46614,['5818389'],Irrelevant
46615,['7873430'],Irrelevant
46616,['7121453'],Irrelevant
46617,['4451897'],Irrelevant
46618,['5343256'],Irrelevant
46619,['4618344'],Irrelevant
46620,['3879972'],Irrelevant
46621,['4608637'],Irrelevant
46622,['5462808'],Irrelevant
46623,['6044554'],Irrelevant
46624,['8406036'],Irrelevant
46625,['7588054'],Irrelevant
46626,['5061769'],Irrelevant
46627,['3291355'],Irrelevant
46628,['3996483'],Irrelevant
46629,['5832154'],Irrelevant
46630,['3330238'],Irrelevant
46631,['4493402'],Irrelevant
46632,['7665213'],Irrelevant
46633,['7768466'],Irrelevant
46634,['4735983'],Irrelevant
46635,['6768148'],Irrelevant
46636,['3874352'],Irrelevant
46637,['7906808'],Irrelevant
46638,['7146576'],Irrelevant
46639,['7047153'],Irrelevant
46640,['4213581'],Irrelevant
46641,['6321136'],Irrelevant
46642,['6034512'],Irrelevant
46643,['6728358'],Irrelevant
46644,['2793027'],Irrelevant
46645,['6788885'],Irrelevant
46646,['7750183'],Irrelevant
46647,['3376808'],Irrelevant
46648,['3826378'],Irrelevant
46649,['7280307'],Irrelevant
46650,['6594313'],Irrelevant
46651,['6912532'],Irrelevant
46652,['5854376'],Irrelevant
46653,['7487571'],Irrelevant
46654,['7568785'],Irrelevant
46655,['8232600'],Irrelevant
46656,['7460268'],Irrelevant
46657,['5222591'],Irrelevant
46658,['3095299'],Irrelevant
46659,['3404943'],Irrelevant
46660,['6754923'],Irrelevant
46661,['6692633'],Irrelevant
46662,['4166281'],Irrelevant
46663,['6852148'],Irrelevant
46664,['7159391'],Irrelevant
46665,['7338649'],Irrelevant
46666,['4821396'],Irrelevant
46667,['3816311'],Irrelevant
46668,['5635573'],Irrelevant
46669,['7757212'],Irrelevant
46670,['7119119'],Irrelevant
46671,['3417655'],Irrelevant
46672,['7887276'],Irrelevant
46673,['7600228'],Irrelevant
46674,['6099590'],Irrelevant
46675,['3541144'],Irrelevant
46676,['5138472'],Irrelevant
46677,['4632732'],Irrelevant
46678,['7256693'],Irrelevant
46679,['8248349'],Irrelevant
46680,['4864297'],Irrelevant
46681,['6037882'],Irrelevant
46682,['5309874'],Irrelevant
46683,['6347204'],Irrelevant
46684,['8512059'],Irrelevant
46685,['3304127'],Irrelevant
46686,['8060768'],Irrelevant
46687,['7763109'],Irrelevant
46688,['8487517'],Irrelevant
46689,['8472839'],Irrelevant
46690,['5287131'],Irrelevant
46691,['8161894'],Irrelevant
46692,['6149664'],Irrelevant
46693,['7374463'],Irrelevant
46694,['5941265'],Irrelevant
46695,['3731724'],Irrelevant
46696,['8237043'],Irrelevant
46697,['4940386'],Irrelevant
46698,['3254012'],Irrelevant
46699,['8235165'],Irrelevant
46700,['8079659'],Irrelevant
46701,['5681278'],Irrelevant
46702,['6572415'],Irrelevant
46703,['6013473'],Irrelevant
46704,['3734176'],Irrelevant
46705,['6995523'],Irrelevant
46706,['4278251'],Irrelevant
46707,['5666708'],Irrelevant
46708,['2211469'],Irrelevant
46709,['4259167'],Irrelevant
46710,['8191991'],Irrelevant
46711,['5397716'],Irrelevant
46712,['4704617'],Irrelevant
46713,['6804886'],Irrelevant
46714,['3146779'],Irrelevant
46715,['8305873'],Irrelevant
46716,['2671451'],Irrelevant
46717,['7454586'],Irrelevant
46718,['3037952'],Irrelevant
46719,['4879251'],Irrelevant
46720,['6406746'],Irrelevant
46721,['5322884'],Irrelevant
46722,['6101155'],Irrelevant
46723,['7838052'],Irrelevant
46724,['8194091'],Irrelevant
46725,['2873921'],Irrelevant
46726,['5803133'],Irrelevant
46727,['7179200'],Irrelevant
46728,['8363107'],Irrelevant
46729,['7734206'],Irrelevant
46730,['8346698'],Irrelevant
46731,['5453976'],Irrelevant
46732,['8388742'],Irrelevant
46733,['6284149'],Irrelevant
46734,['6878619'],Irrelevant
46735,['3671685'],Irrelevant
46736,['6332022'],Irrelevant
46737,['3874954'],Irrelevant
46738,['6363701'],Irrelevant
46739,['7422790'],Irrelevant
46740,['4808856'],Irrelevant
46741,['3159978'],Irrelevant
46742,['5586729'],Irrelevant
46743,['5379741'],Irrelevant
46744,['7569567'],Irrelevant
46745,['5831804'],Irrelevant
46746,['6627060'],Irrelevant
46747,['5439125'],Irrelevant
46748,['5871294'],Irrelevant
46749,['5457366'],Irrelevant
46750,['5904417'],Irrelevant
46751,['3085516'],Irrelevant
46752,['7063819'],Irrelevant
46753,['5755987'],Irrelevant
46754,['2654361'],Irrelevant
46755,['3207921'],Irrelevant
46756,['6901762'],Irrelevant
46757,['529257'],Irrelevant
46758,['7127590'],Irrelevant
46759,['7411407'],Irrelevant
46760,['4881567'],Irrelevant
46761,['4551672'],Irrelevant
46762,['6376124'],Irrelevant
46763,['4405071'],Irrelevant
46764,['8209290'],Irrelevant
46765,['4220702'],Irrelevant
46766,['7052386'],Irrelevant
46767,['5435814'],Irrelevant
46768,['5780341'],Irrelevant
46769,['7178312'],Irrelevant
46770,['7852892'],Irrelevant
46771,['3048299'],Irrelevant
46772,['6606943'],Irrelevant
46773,['3401170'],Irrelevant
46774,['2691192'],Irrelevant
46775,['1474301'],Irrelevant
46776,['4892550'],Irrelevant
46777,['5665492'],Irrelevant
46778,['7317927'],Irrelevant
46779,['4200411'],Irrelevant
46780,['5086635'],Irrelevant
46781,['6591849'],Irrelevant
46782,['5506608'],Irrelevant
46783,['4020842'],Irrelevant
46784,['4569636'],Irrelevant
46785,['6957336'],Irrelevant
46786,['5639759'],Irrelevant
46787,['7156636'],Irrelevant
46788,['6669558'],Irrelevant
46789,['5859476'],Irrelevant
46790,['7110053'],Irrelevant
46791,['7582892'],Irrelevant
46792,['4876215'],Irrelevant
46793,['6855409'],Irrelevant
46794,['3570532'],Irrelevant
46795,['8397433'],Irrelevant
46796,['6275173'],Irrelevant
46797,['7877591'],Irrelevant
46798,['2039825'],Irrelevant
46799,['7380131'],Irrelevant
46800,['3970601'],Irrelevant
46801,['3695782'],Irrelevant
46802,['4625933'],Irrelevant
46803,['3808211'],Irrelevant
46804,['3429777'],Irrelevant
46805,['4740474'],Irrelevant
46806,['3366674'],Irrelevant
46807,['7828488'],Irrelevant
46808,['6587925'],Irrelevant
46809,['7441999'],Irrelevant
46810,['8012774'],Irrelevant
46811,['6572311'],Irrelevant
46812,['4100711'],Irrelevant
46813,['6274973'],Irrelevant
46814,['8433920'],Irrelevant
46815,['7018242'],Irrelevant
46816,['5503217'],Irrelevant
46817,['4776387'],Irrelevant
46818,['8401073'],Irrelevant
46819,['4557595'],Irrelevant
46820,['7449403'],Irrelevant
46821,['3817132'],Irrelevant
46822,['8005143'],Irrelevant
46823,['5340864'],Irrelevant
46824,['2817050'],Irrelevant
46825,['7933789'],Irrelevant
46826,['7672027'],Irrelevant
46827,['6017335'],Irrelevant
46828,['7448645'],Irrelevant
46829,['5073978'],Irrelevant
46830,['5749998'],Irrelevant
46831,['5971528'],Irrelevant
46832,['4657179'],Irrelevant
46833,['5877869'],Irrelevant
46834,['6284020'],Irrelevant
46835,['8291696'],Irrelevant
46836,['3509152'],Irrelevant
46837,['7181687'],Irrelevant
46838,['8399055'],Irrelevant
46839,['5287452'],Irrelevant
46840,['6518643'],Irrelevant
46841,['8173622'],Irrelevant
46842,['4007418'],Irrelevant
46843,['8299996'],Irrelevant
46844,['6034907'],Irrelevant
46845,['6076927'],Irrelevant
46846,['5615211'],Irrelevant
46847,['7114312'],Irrelevant
46848,['3010821'],Irrelevant
46849,['6676517'],Irrelevant
46850,['6813330'],Irrelevant
46851,['3358197'],Irrelevant
46852,['2744220'],Irrelevant
46853,['4766357'],Irrelevant
46854,['7426550'],Irrelevant
46855,['5406781'],Irrelevant
46856,['7367414'],Irrelevant
46857,['6020093'],Irrelevant
46858,['4418675'],Irrelevant
46859,['3371737'],Irrelevant
46860,['7479094'],Irrelevant
46861,['4775029'],Irrelevant
46862,['4949164'],Irrelevant
46863,['7994207'],Irrelevant
46864,['7538962'],Irrelevant
46865,['7345352'],Irrelevant
46866,['3133883'],Irrelevant
46867,['7294385'],Irrelevant
46868,['6160822'],Irrelevant
46869,['2737807'],Irrelevant
46870,['3846682'],Irrelevant
46871,['5730764'],Irrelevant
46872,['8444435'],Irrelevant
46873,['7697651'],Irrelevant
46874,['7766206'],Irrelevant
46875,['4161345'],Irrelevant
46876,['2565579'],Irrelevant
46877,['3425175'],Irrelevant
46878,['6957416'],Irrelevant
46879,['7224529'],Irrelevant
46880,['5603540'],Irrelevant
46881,['7854632'],Irrelevant
46882,['5386380'],Irrelevant
46883,['7762391'],Irrelevant
46884,['6682632'],Irrelevant
46885,['8269250'],Irrelevant
46886,['6787278'],Irrelevant
46887,['6108288'],Irrelevant
46888,['2139344'],Irrelevant
46889,['6190343'],Irrelevant
46890,['3549942'],Irrelevant
46891,['4886573'],Irrelevant
46892,['5012605'],Irrelevant
46893,['6669651'],Irrelevant
46894,['7843172'],Irrelevant
46895,['7791836'],Irrelevant
46896,['4531255'],Irrelevant
46897,['3899984'],Irrelevant
46898,['4336317'],Irrelevant
46899,['6936782'],Irrelevant
46900,['7105241'],Irrelevant
46901,['7915176'],Irrelevant
46902,['4275388'],Irrelevant
46903,['8208692'],Irrelevant
46904,['7515728'],Irrelevant
46905,['4230840'],Irrelevant
46906,['7176583'],Irrelevant
46907,['7642394'],Irrelevant
46908,['6959588'],Irrelevant
46909,['7308281'],Irrelevant
46910,['6959979'],Irrelevant
46911,['6278491'],Irrelevant
46912,['7114856'],Irrelevant
46913,['4848591'],Irrelevant
46914,['7040686'],Irrelevant
46915,['7565149'],Irrelevant
46916,['6077191'],Irrelevant
46917,['6231650'],Irrelevant
46918,['3180847'],Irrelevant
46919,['7396330'],Irrelevant
46920,['5598074'],Irrelevant
46921,['8200234'],Irrelevant
46922,['4193765'],Irrelevant
46923,['6268673'],Irrelevant
46924,['4604320'],Irrelevant
46925,['5792043'],Irrelevant
46926,['8426637'],Irrelevant
46927,['4264507'],Irrelevant
46928,['7913652'],Irrelevant
46929,['4579264'],Irrelevant
46930,['6805418'],Irrelevant
46931,['4785128'],Irrelevant
46932,['7511821'],Irrelevant
46933,['6881571'],Irrelevant
46934,['7931542'],Irrelevant
46935,['7460534'],Irrelevant
46936,['8342938'],Irrelevant
46937,['6670156'],Irrelevant
46938,['3708040'],Irrelevant
46939,['7118780'],Irrelevant
46940,['8020473'],Irrelevant
46941,['8221269'],Irrelevant
46942,['7837859'],Irrelevant
46943,['6270063'],Irrelevant
46944,['7436187'],Irrelevant
46945,['7575077'],Irrelevant
46946,['7893104'],Irrelevant
46947,['3716822'],Irrelevant
46948,['7147453'],Irrelevant
46949,['6536665'],Irrelevant
46950,['8466166'],Irrelevant
46951,['6959843'],Irrelevant
46952,['5331552'],Irrelevant
46953,['3823984'],Irrelevant
46954,['6273610'],Irrelevant
46955,['4770385'],Irrelevant
46956,['8100202'],Irrelevant
46957,['5463050'],Irrelevant
46958,['5198252'],Irrelevant
46959,['5296604'],Irrelevant
46960,['4287581'],Irrelevant
46961,['7316860'],Irrelevant
46962,['5670346'],Irrelevant
46963,['4580674'],Irrelevant
46964,['8479342'],Irrelevant
46965,['7669338'],Irrelevant
46966,['7868611'],Irrelevant
46967,['5883281'],Irrelevant
46968,['6330515'],Irrelevant
46969,['8043062'],Irrelevant
46970,['8234146'],Irrelevant
46971,['4979858'],Irrelevant
46972,['6691809'],Irrelevant
46973,['8363162'],Irrelevant
46974,['5377325'],Irrelevant
46975,['5852000'],Irrelevant
46976,['5149546'],Irrelevant
46977,['6990531'],Irrelevant
46978,['3443963'],Irrelevant
46979,['6340976'],Irrelevant
46980,['7482129'],Irrelevant
46981,['6327582'],Irrelevant
46982,['2192290'],Irrelevant
46983,['4461736'],Irrelevant
46984,['7409047'],Irrelevant
46985,['4262193'],Irrelevant
46986,['4804476'],Irrelevant
46987,['3217962'],Irrelevant
46988,['5056387'],Irrelevant
46989,['8037469'],Irrelevant
46990,['5982072'],Irrelevant
46991,['7179428'],Irrelevant
46992,['7862264'],Irrelevant
46993,['5614986'],Irrelevant
46994,['4628125'],Irrelevant
46995,['8371797'],Irrelevant
46996,['7708904'],Irrelevant
46997,['7792556'],Irrelevant
46998,['7115258'],Irrelevant
46999,['5613488'],Irrelevant
47000,['5432777'],Irrelevant
47001,['5917002'],Irrelevant
47002,['5519593'],Irrelevant
47003,['3580321'],Irrelevant
47004,['5964635'],Irrelevant
47005,['7387428'],Irrelevant
47006,['8038806'],Irrelevant
47007,['2203222'],Irrelevant
47008,['6337294'],Irrelevant
47009,['7350647'],Irrelevant
47010,['6821210'],Irrelevant
47011,['7766018'],Irrelevant
47012,['4663067'],Irrelevant
47013,['5641411'],Irrelevant
47014,['3907572'],Irrelevant
47015,['3900259'],Irrelevant
47016,['4012811'],Irrelevant
47017,['6778998'],Irrelevant
47018,['5715944'],Irrelevant
47019,['5531161'],Irrelevant
47020,['6846322'],Irrelevant
47021,['3725503'],Irrelevant
47022,['8227678'],Irrelevant
47023,['5120142'],Irrelevant
47024,['6430388'],Irrelevant
47025,['5686063'],Irrelevant
47026,['4234859'],Irrelevant
47027,['5098727'],Irrelevant
47028,['7468877'],Irrelevant
47029,['7365680'],Irrelevant
47030,['6876067'],Irrelevant
47031,['4546718'],Irrelevant
47032,['6820595'],Irrelevant
47033,['4325932'],Irrelevant
47034,['7879376'],Irrelevant
47035,['5132170'],Irrelevant
47036,['8350572'],Irrelevant
47037,['6377777'],Irrelevant
47038,['3867351'],Irrelevant
47039,['7127757'],Irrelevant
47040,['5750755'],Irrelevant
47041,['3022557'],Irrelevant
47042,['4648087'],Irrelevant
47043,['5865244'],Irrelevant
47044,['3418262'],Irrelevant
47045,['8121364'],Irrelevant
47046,['7149370'],Irrelevant
47047,['6351713'],Irrelevant
47048,['4835807'],Irrelevant
47049,['6518056'],Irrelevant
47050,['4076587'],Irrelevant
47051,['7557957'],Irrelevant
47052,['6837129'],Irrelevant
47053,['6339891'],Irrelevant
47054,['6600175'],Irrelevant
47055,['2680622'],Irrelevant
47056,['8316690'],Irrelevant
47057,['6547566'],Irrelevant
47058,['7076743'],Irrelevant
47059,['7511002'],Irrelevant
47060,['6130212'],Irrelevant
47061,['6085487'],Irrelevant
47062,['7915066'],Irrelevant
47063,['5282697'],Irrelevant
47064,['7858166'],Irrelevant
47065,['7817508'],Irrelevant
47066,['7497629'],Irrelevant
47067,['7898036'],Irrelevant
47068,['8388903'],Irrelevant
47069,['3503784'],Irrelevant
47070,['7559272'],Irrelevant
47071,['6021686'],Irrelevant
47072,['5392921'],Irrelevant
47073,['7149668'],Irrelevant
47074,['4790624'],Irrelevant
47075,['8004025'],Irrelevant
47076,['7403983'],Irrelevant
47077,['8406274'],Irrelevant
47078,['7463675'],Irrelevant
47079,['7528253'],Irrelevant
47080,['5312567'],Irrelevant
47081,['6279046'],Irrelevant
47082,['5862344'],Irrelevant
47083,['6158911'],Irrelevant
47084,['7779530'],Irrelevant
47085,['6712741'],Irrelevant
47086,['3136693'],Irrelevant
47087,['4771944'],Irrelevant
47088,['2865769'],Irrelevant
47089,['8360003'],Irrelevant
47090,['7562916'],Irrelevant
47091,['2984459'],Irrelevant
47092,['5449449'],Irrelevant
47093,['6271123'],Irrelevant
47094,['5988575'],Irrelevant
47095,['4552131'],Irrelevant
47096,['7606302'],Irrelevant
47097,['5618313'],Irrelevant
47098,['8173045'],Irrelevant
47099,['8301955'],Irrelevant
47100,['3385209'],Irrelevant
47101,['3972947'],Irrelevant
47102,['8306614'],Irrelevant
47103,['8260997'],Irrelevant
47104,['6740007'],Irrelevant
47105,['7564223'],Irrelevant
47106,['5451548'],Irrelevant
47107,['7701986'],Irrelevant
47108,['6742460'],Irrelevant
47109,['3391284'],Irrelevant
47110,['4904962'],Irrelevant
47111,['7537612'],Irrelevant
47112,['6335354'],Irrelevant
47113,['3035885'],Irrelevant
47114,['7353409'],Irrelevant
47115,['8399279'],Irrelevant
47116,['6829320'],Irrelevant
47117,['3610445'],Irrelevant
47118,['7040173'],Irrelevant
47119,['3436075'],Irrelevant
47120,['4170743'],Irrelevant
47121,['7756032'],Irrelevant
47122,['7040630'],Irrelevant
47123,['3849008'],Irrelevant
47124,['7386337'],Irrelevant
47125,['2974684'],Irrelevant
47126,['7765050'],Irrelevant
47127,['6797114'],Irrelevant
47128,['4883643'],Irrelevant
47129,['6471328'],Irrelevant
47130,['4892884'],Irrelevant
47131,['7683552'],Irrelevant
47132,['7438020'],Irrelevant
47133,['7344754'],Irrelevant
47134,['4865093'],Irrelevant
47135,['6930805'],Irrelevant
47136,['7824730'],Irrelevant
47137,['3620656'],Irrelevant
47138,['6077515'],Irrelevant
47139,['5980452'],Irrelevant
47140,['3047530'],Irrelevant
47141,['4644348'],Irrelevant
47142,['6657895'],Irrelevant
47143,['2202327'],Irrelevant
47144,['4450238'],Irrelevant
47145,['6312334'],Irrelevant
47146,['7410925'],Irrelevant
47147,['6272436'],Irrelevant
47148,['6433010'],Irrelevant
47149,['7395684'],Irrelevant
47150,['1480597'],Irrelevant
47151,['8476847'],Irrelevant
47152,['5853188'],Irrelevant
47153,['7911616'],Irrelevant
47154,['6308135'],Irrelevant
47155,['2577677'],Irrelevant
47156,['2364569'],Irrelevant
47157,['7763337'],Irrelevant
47158,['7269260'],Irrelevant
47159,['7355556'],Irrelevant
47160,['7443516'],Irrelevant
47161,['4845986'],Irrelevant
47162,['5536762'],Irrelevant
47163,['8063312'],Irrelevant
47164,['5091071'],Irrelevant
47165,['5717275'],Irrelevant
47166,['7152213'],Irrelevant
47167,['4450905'],Irrelevant
